run_id,experiment_id,pattern,model,task_name,status,llm_calls,prompt_tokens,completion_tokens,planner_calls,executor_calls,duration_seconds,energy_kwh,pass_rate,timestamp,total_tokens,energy_joules,success,model_size_b,pattern_paper_name
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,ledger,failed,7,49309,5003,0,7,900.0,0.041759436,0,2026-05-25T21:27:01Z,54312,150333.96959999998,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,line-up,completed,3,6206,1267,0,3,644.5250341,0.008149192,1,2026-05-25T21:27:01Z,7473,29337.0912,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,linked-list,completed,3,12746,1797,0,3,653.441337,0.008262616,1,2026-05-25T21:27:01Z,14543,29745.4176,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,list-ops,failed,4,11238,1937,0,4,900.0,0.012368344,0,2026-05-25T21:27:01Z,13175,44526.0384,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,luhn,completed,3,8687,1367,0,3,447.7374001,0.005662409,1,2026-05-25T21:27:01Z,10054,20384.6724,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,markdown,failed,4,14530,2249,0,4,900.0,0.012940217,0,2026-05-25T21:27:01Z,16779,46584.781200000005,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,matching-brackets,completed,3,5295,1285,0,3,629.7628891,0.007963759,1,2026-05-25T21:27:01Z,6580,28669.532400000004,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,matrix,completed,3,6608,1425,0,3,388.8489347,0.004917984,1,2026-05-25T21:27:01Z,8033,17704.7424,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,meetup,failed,3,13037,2218,0,3,900.0,0.050957926,0,2026-05-25T21:27:01Z,15255,183448.5336,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,minesweeper,failed,4,12269,1202,0,4,900.0,0.020973661,0,2026-05-25T21:27:01Z,13471,75505.1796,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,nth-prime,completed,3,5907,1656,0,3,527.6065292,0.006672859,1,2026-05-25T21:27:01Z,7563,24022.2924,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,ocr-numbers,failed,4,22238,2476,0,4,900.0,0.018025673,0,2026-05-25T21:27:01Z,24714,64892.42279999999,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,octal,failed,3,6067,668,0,3,900.0,0.032412551,0,2026-05-25T21:27:01Z,6735,116685.18359999999,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,paasio,failed,3,7124,2439,0,3,900.0,0.045451537,0,2026-05-25T21:27:01Z,9563,163625.5332,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,palindrome-products,failed,2,5397,1406,0,2,900.0,0.038106165,0,2026-05-25T21:27:01Z,6803,137182.194,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,pangram,completed,3,4690,299,0,3,92.22861314,0.00116887,1,2026-05-25T21:27:01Z,4989,4207.932,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,pascals-triangle,completed,3,11386,746,0,3,330.1675529,0.004176236,1,2026-05-25T21:27:01Z,12132,15034.4496,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,perfect-numbers,failed,2,4249,529,0,2,900.0,0.036390614,0,2026-05-25T21:27:01Z,4778,131006.21040000001,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,phone-number,failed,4,18006,2136,0,4,900.0,0.015804263,0,2026-05-25T21:27:01Z,20142,56895.3468,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,pig-latin,failed,4,12621,1330,0,4,900.0,0.010488112,0,2026-05-25T21:27:01Z,13951,37757.2032,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,point-mutations,failed,4,9388,1480,0,4,900.0,0.007867028,0,2026-05-25T21:27:01Z,10868,28321.3008,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,poker,failed,4,27605,3171,0,4,900.0,0.023185373,0,2026-05-25T21:27:01Z,30776,83467.3428,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,pov,failed,2,5658,1505,0,2,900.0,0.057579433,0,2026-05-25T21:27:01Z,7163,207285.9588,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,prime-factors,completed,3,5345,630,0,3,229.197699,0.002900765,1,2026-05-25T21:27:01Z,5975,10442.754,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,protein-translation,completed,3,7113,1317,0,3,365.9074098,0.004627797,1,2026-05-25T21:27:01Z,8430,16660.0692,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,proverb,failed,4,10850,1175,0,4,900.0,0.007231999,0,2026-05-25T21:27:01Z,12025,26035.1964,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,pythagorean-triplet,completed,4,11516,1236,0,4,530.7780315,0.007060902,1,2026-05-25T21:27:01Z,12752,25419.2472,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,queen-attack,failed,4,14780,1964,0,4,900.0,0.011860798,0,2026-05-25T21:27:01Z,16744,42698.872800000005,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,rail-fence-cipher,failed,4,14111,1556,0,4,900.0,0.01072692,0,2026-05-25T21:27:01Z,15667,38616.912,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,raindrops,completed,3,7207,606,0,3,284.6632665,0.003601047,1,2026-05-25T21:27:01Z,7813,12963.7692,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,rational-numbers,completed,3,11410,2144,0,3,549.7718343,0.006951906,1,2026-05-25T21:27:01Z,13554,25026.8616,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,react,failed,4,11423,2043,0,4,900.0,0.010644278,0,2026-05-25T21:27:01Z,13466,38319.4008,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,rectangles,failed,4,13501,1641,0,4,900.0,0.015982222,0,2026-05-25T21:27:01Z,15142,57535.999200000006,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,relative-distance,failed,4,22485,1648,0,4,900.0,0.018192114,0,2026-05-25T21:27:01Z,24133,65491.6104,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,resistor-color,completed,3,6041,830,0,3,390.9500295,0.004944859,1,2026-05-25T21:27:01Z,6871,17801.4924,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,resistor-color-duo,completed,3,5873,744,0,3,177.3542672,0.002245173,1,2026-05-25T21:27:01Z,6617,8082.6228,1,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,resistor-color-expert,failed,4,21617,3506,0,4,900.0,0.024707869,0,2026-05-25T21:27:01Z,25123,88948.3284,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,resistor-color-trio,failed,4,15128,2466,0,4,900.0,0.017264283,0,2026-05-25T21:27:01Z,17594,62151.41879999999,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,rest-api,failed,4,17707,2444,0,4,900.0,0.017781438,0,2026-05-25T21:27:01Z,20151,64013.1768,0,14,reflection
20260524-121225--reflection--qwen3_14b,20260524-121225--experiment,reflection,qwen3:14b,reverse-string,completed,3,4042,1250,0,3,368.9281965,0.004665963,1,2026-05-25T21:27:01Z,5292,16797.466800000002,1,14,reflection
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,accumulate,completed,1,1418,1073,0,1,81.81470895,0.001073335,1,2026-05-20T17:17:10Z,2491,3864.006,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,acronym,failed,0,0,0,0,0,900.0,0.01311695214,0,2026-05-20T17:17:10Z,0,47221.027704,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,affine-cipher,failed,0,0,0,0,0,900.0,0.01309992594,0,2026-05-20T17:17:10Z,0,47159.733384,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,all-your-base,failed,0,0,0,0,0,900.0,0.01311480695,0,2026-05-20T17:17:10Z,0,47213.30502,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,allergies,failed,0,0,0,0,0,900.0,0.01309759878,0,2026-05-20T17:17:10Z,0,47151.355608000005,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,alphametics,failed,0,0,0,0,0,900.0,0.01311100995,0,2026-05-20T17:17:10Z,0,47199.63582,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,anagram,failed,0,0,0,0,0,900.0,0.01310445673,0,2026-05-20T17:17:10Z,0,47176.044228,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,armstrong-numbers,completed,1,1480,1629,0,1,209.2099929,0.002594022,1,2026-05-20T17:17:10Z,3109,9338.4792,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,atbash-cipher,failed,0,0,0,0,0,900.0,0.01310745987,0,2026-05-20T17:17:10Z,0,47186.855531999994,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,bank-account,failed,0,0,0,0,0,900.0,0.01310178013,0,2026-05-20T17:17:10Z,0,47166.408468,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,beer-song,failed,0,0,0,0,0,900.0,0.01310774125,0,2026-05-20T17:17:10Z,0,47187.868500000004,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,binary,failed,0,0,0,0,0,900.0,0.01310296684,0,2026-05-20T17:17:10Z,0,47170.680624,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,binary-search,completed,1,2084,1519,0,1,211.6301901,0.002615235,1,2026-05-20T17:17:10Z,3603,9414.846,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,binary-search-tree,failed,0,0,0,0,0,900.0,0.013102791,0,2026-05-20T17:17:10Z,0,47170.047600000005,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,bob,failed,0,0,0,0,0,900.0,0.01311497213,0,2026-05-20T17:17:10Z,0,47213.899668,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,book-store,failed,0,0,0,0,0,900.0,0.013107167,0,2026-05-20T17:17:10Z,0,47185.801199999994,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,bottle-song,failed,0,0,0,0,0,900.0,0.01311388886,0,2026-05-20T17:17:10Z,0,47209.999896,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,bowling,failed,0,0,0,0,0,900.0,0.01311165813,0,2026-05-20T17:17:10Z,0,47201.969268,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,camicia,failed,0,0,0,0,0,900.0,0.01311124493,0,2026-05-20T17:17:10Z,0,47200.481748,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,change,failed,0,0,0,0,0,900.0,0.013112787,0,2026-05-20T17:17:10Z,0,47206.033200000005,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,circular-buffer,failed,0,0,0,0,0,900.0,0.01311035187,0,2026-05-20T17:17:10Z,0,47197.266732000004,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,clock,failed,0,0,0,0,0,900.0,0.01311497925,0,2026-05-20T17:17:10Z,0,47213.9253,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,collatz-conjecture,completed,1,1849,1322,0,1,106.2918038,0.001232804,1,2026-05-20T17:17:10Z,3171,4438.0944,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,complex-numbers,failed,0,0,0,0,0,900.0,0.013110781,0,2026-05-20T17:17:10Z,0,47198.8116,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,connect,failed,0,0,0,0,0,900.0,0.01311492671,0,2026-05-20T17:17:10Z,0,47213.736156,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,crypto-square,failed,0,0,0,0,0,900.0,0.01311199582,0,2026-05-20T17:17:10Z,0,47203.184951999996,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,custom-set,failed,0,0,0,0,0,900.0,0.01311165743,0,2026-05-20T17:17:10Z,0,47201.966748,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,darts,failed,0,0,0,0,0,900.0,0.01311269255,0,2026-05-20T17:17:10Z,0,47205.69318,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,diamond,failed,0,0,0,0,0,900.0,0.0131121706,0,2026-05-20T17:17:10Z,0,47203.81416,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,difference-of-squares,completed,1,1462,1472,0,1,106.237042,0.001232935,1,2026-05-20T17:17:10Z,2934,4438.566000000001,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,diffie-hellman,completed,1,1639,1401,0,1,106.2830212,0.001234246,1,2026-05-20T17:17:10Z,3040,4443.2856,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,dnd-character,failed,0,0,0,0,0,900.0,0.0131129677,0,2026-05-20T17:17:10Z,0,47206.68372,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,dominoes,failed,0,0,0,0,0,900.0,0.01311116714,0,2026-05-20T17:17:10Z,0,47200.201704,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,dot-dsl,failed,0,0,0,0,0,900.0,0.013112603,0,2026-05-20T17:17:10Z,0,47205.370800000004,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,eliuds-eggs,failed,0,0,0,0,0,900.0,0.0131128764,0,2026-05-20T17:17:10Z,0,47206.355039999995,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,error-handling,failed,0,0,0,0,0,900.0,0.013112143,0,2026-05-20T17:17:10Z,0,47203.7148,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,etl,failed,0,0,0,0,0,900.0,0.013114467,0,2026-05-20T17:17:10Z,0,47212.0812,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,flatten-array,failed,0,0,0,0,0,900.0,0.01311343036,0,2026-05-20T17:17:10Z,0,47208.349296,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,flower-field,failed,0,0,0,0,0,900.0,0.013108523,0,2026-05-20T17:17:10Z,0,47190.6828,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,food-chain,failed,0,0,0,0,0,900.0,0.01311081289,0,2026-05-20T17:17:10Z,0,47198.926404,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,forth,failed,0,0,0,0,0,900.0,0.01311020155,0,2026-05-20T17:17:10Z,0,47196.72558,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,game-of-life,failed,0,0,0,0,0,900.0,0.01311310538,0,2026-05-20T17:17:10Z,0,47207.179368,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,gigasecond,completed,1,2175,1542,0,1,228.5804911,0.002630434,1,2026-05-20T17:17:10Z,3717,9469.5624,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,go-counting,failed,0,0,0,0,0,900.0,0.013107441,0,2026-05-20T17:17:10Z,0,47186.787599999996,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,grade-school,failed,0,0,0,0,0,900.0,0.013110953,0,2026-05-20T17:17:10Z,0,47199.4308,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,grains,completed,1,1606,1492,0,1,113.7711349,0.001325459,1,2026-05-20T17:17:10Z,3098,4771.6524,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,grep,failed,0,0,0,0,0,900.0,0.01311326193,0,2026-05-20T17:17:10Z,0,47207.742948,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,hamming,completed,1,1764,1725,0,1,236.4700689,0.002726452,1,2026-05-20T17:17:10Z,3489,9815.2272,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,hangman,failed,0,0,0,0,0,900.0,0.01311290451,0,2026-05-20T17:17:10Z,0,47206.456236,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,hello-world,completed,1,1383,464,0,1,42.08172703,0.000504402,1,2026-05-20T17:17:10Z,1847,1815.8472000000002,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,hexadecimal,failed,0,0,0,0,0,900.0,0.01311036622,0,2026-05-20T17:17:10Z,0,47197.318391999994,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,high-scores,failed,0,0,0,0,0,900.0,0.01311114927,0,2026-05-20T17:17:10Z,0,47200.137372000005,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,house,failed,0,0,0,0,0,900.0,0.01311360569,0,2026-05-20T17:17:10Z,0,47208.980484,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,isbn-verifier,failed,0,0,0,0,0,900.0,0.01311085378,0,2026-05-20T17:17:10Z,0,47199.073608000006,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,isogram,failed,0,0,0,0,0,900.0,0.01311154339,0,2026-05-20T17:17:10Z,0,47201.556204,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,killer-sudoku-helper,failed,0,0,0,0,0,900.0,0.01311008549,0,2026-05-20T17:17:10Z,0,47196.307764,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,kindergarten-garden,failed,0,0,0,0,0,900.0,0.01311264978,0,2026-05-20T17:17:10Z,0,47205.539207999995,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,knapsack,failed,0,0,0,0,0,900.0,0.01311265487,0,2026-05-20T17:17:10Z,0,47205.557532,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,largest-series-product,failed,0,0,0,0,0,900.0,0.0131107552,0,2026-05-20T17:17:10Z,0,47198.71872,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,leap,failed,0,0,0,0,0,900.0,0.01311401353,0,2026-05-20T17:17:10Z,0,47210.448707999996,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,ledger,failed,0,0,0,0,0,900.0,0.013112985,0,2026-05-20T17:17:10Z,0,47206.746,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,line-up,failed,0,0,0,0,0,900.0,0.01311148689,0,2026-05-20T17:17:10Z,0,47201.352803999995,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,linked-list,failed,0,0,0,0,0,900.0,0.01311300171,0,2026-05-20T17:17:10Z,0,47206.806156,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,list-ops,failed,0,0,0,0,0,900.0,0.013114546,0,2026-05-20T17:17:10Z,0,47212.3656,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,luhn,failed,0,0,0,0,0,900.0,0.013108595,0,2026-05-20T17:17:10Z,0,47190.942,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,markdown,failed,0,0,0,0,0,900.0,0.01311280953,0,2026-05-20T17:17:10Z,0,47206.114308000004,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,matching-brackets,failed,0,0,0,0,0,900.0,0.01311207133,0,2026-05-20T17:17:10Z,0,47203.456788,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,matrix,failed,0,0,0,0,0,900.0,0.01311089239,0,2026-05-20T17:17:10Z,0,47199.212604,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,meetup,failed,0,0,0,0,0,900.0,0.01311547062,0,2026-05-20T17:17:10Z,0,47215.694232,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,minesweeper,failed,0,0,0,0,0,900.0,0.01310904499,0,2026-05-20T17:17:10Z,0,47192.561964,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,nth-prime,failed,0,0,0,0,0,900.0,0.01311515161,0,2026-05-20T17:17:10Z,0,47214.545796,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,ocr-numbers,failed,0,0,0,0,0,900.0,0.01311179608,0,2026-05-20T17:17:10Z,0,47202.465888,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,octal,failed,0,0,0,0,0,900.0,0.01310929206,0,2026-05-20T17:17:10Z,0,47193.451415999996,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,paasio,failed,0,0,0,0,0,900.0,0.01311226639,0,2026-05-20T17:17:10Z,0,47204.159004,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,palindrome-products,failed,0,0,0,0,0,900.0,0.01311380731,0,2026-05-20T17:17:10Z,0,47209.706315999996,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,pangram,completed,1,1563,1532,0,1,119.4163899,0.001379713,1,2026-05-20T17:17:10Z,3095,4966.9668,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,pascals-triangle,failed,0,0,0,0,0,900.0,0.0131145037,0,2026-05-20T17:17:10Z,0,47212.21332,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,perfect-numbers,failed,0,0,0,0,0,900.0,0.013110733,0,2026-05-20T17:17:10Z,0,47198.6388,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,phone-number,failed,0,0,0,0,0,900.0,0.01311341377,0,2026-05-20T17:17:10Z,0,47208.289572,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,pig-latin,failed,0,0,0,0,0,900.0,0.01311216004,0,2026-05-20T17:17:10Z,0,47203.776143999996,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,point-mutations,failed,0,0,0,0,0,900.0,0.01311340984,0,2026-05-20T17:17:10Z,0,47208.275424,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,poker,failed,0,0,0,0,0,900.0,0.01311029666,0,2026-05-20T17:17:10Z,0,47197.067976,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,pov,failed,0,0,0,0,0,900.0,0.01311285033,0,2026-05-20T17:17:10Z,0,47206.261188,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,prime-factors,completed,1,1519,1136,0,1,90.71628785,0.001054591,1,2026-05-20T17:17:10Z,2655,3796.5275999999994,1,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,protein-translation,failed,0,0,0,0,0,900.0,0.01311191483,0,2026-05-20T17:17:10Z,0,47202.893388,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,proverb,failed,0,0,0,0,0,900.0,0.013112273,0,2026-05-20T17:17:10Z,0,47204.1828,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,pythagorean-triplet,failed,0,0,0,0,0,900.0,0.013111378,0,2026-05-20T17:17:10Z,0,47200.9608,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,queen-attack,failed,0,0,0,0,0,900.0,0.013112372,0,2026-05-20T17:17:10Z,0,47204.5392,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,rail-fence-cipher,failed,0,0,0,0,0,900.0,0.013114009,0,2026-05-20T17:17:10Z,0,47210.4324,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,raindrops,failed,0,0,0,0,0,900.0,0.013113008,0,2026-05-20T17:17:10Z,0,47206.8288,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,rational-numbers,failed,0,0,0,0,0,900.0,0.013108979,0,2026-05-20T17:17:10Z,0,47192.3244,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,react,failed,0,0,0,0,0,900.0,0.013112389,0,2026-05-20T17:17:10Z,0,47204.6004,0,4,memory
20260519-151420--rag--qwen3_4b,20260519-151420--experiment,rag,qwen3:4b,rectangles,failed,0,0,0,0,0,900.0,0.013109977,0,2026-05-20T17:17:10Z,0,47195.9172,0,4,memory
